Unique ID,Country IDs,Country Names,Age,Industry,Years of Experience,Job Title,Education,Knows English,Number of Connections,Endorsements,Profile Picture,Volunteer Experience,WFH,Company Type,Company Size,YOE in Current Company,Received Promotion,Number of People Under,Salary
491,3,India,34,Tech,0,Sales Associate,Bachelor,0,9,0,0,0,0,Startup,100,0,0,0,40678.99
492,1,USA,29,Retail,9,Business Analyst,Master,1,186,1,0,1,1,Private,1000,2,0,0,82096.01
493,1,USA,34,Healthcare,22,Sales Associate,Bachelor,1,41,3,1,0,1,Startup,10000,2,0,0,97016.36
494,3,India,27,Retail,5,Software Engineer,Master,0,415,17,0,1,0,Government,1000,1,0,0,53494.66
495,4,Canada,32,Education,29,Business Analyst,Master,1,540,28,0,0,0,Government,1000,8,0,0,146092
496,2,UK,25,Healthcare,23,Professor,Bachelor,1,53,1,0,1,1,Government,10000,18,0,13,104590.4
497,4,Canada,26,Finance,6,Data Scientist,PhD,1,256,2,1,0,0,Public,10,4,0,0,97361.29
498,3,India,33,Tech,22,Professor,Bachelor,0,23,1,1,1,1,Non-profit,1000,17,0,18,70415.6
499,5,Australia,29,Finance,23,Professor,Bachelor,1,4,0,1,1,0,Government,100,13,1,3,92344.92
500,2,UK,29,Tech,1,Marketing Associate,Bachelor,1,87,2,1,1,0,Public,10,0,0,0,67451.46
501,2,UK,25,Others,23,Sales Associate,Bachelor,1,17,0,1,1,1,Startup,1000,21,0,0,109408
502,3,India,24,Tech,23,Product Manager,Master,0,162,1,0,0,0,Non-profit,1000,8,0,12,63776.25
503,3,India,33,Finance,26,Data Scientist,Master,0,236,17,1,1,0,Non-profit,100,25,1,0,82642.52
504,5,Australia,30,Others,19,Professor,Bachelor,1,73,0,0,0,1,Startup,100,18,1,21,146369.1
505,4,Canada,31,Finance,29,Doctor,Bachelor,1,65,0,1,1,0,Startup,10000,15,1,0,110012.4
506,5,Australia,31,Education,25,Professor,Bachelor,1,95,1,0,0,1,Private,10000,0,0,9,86680.38
507,3,India,34,Retail,7,Doctor,Bachelor,0,15,0,0,0,1,Government,10000,6,0,0,36525.77
508,5,Australia,34,Finance,11,Marketing Associate,Bachelor,1,81,1,0,0,0,Government,10000,4,0,0,76651.82
509,3,India,27,Manufacturing,25,Data Scientist,PhD,0,425,36,0,1,0,Startup,100,13,0,0,142063
510,2,UK,25,Healthcare,23,Business Analyst,PhD,1,747,70,1,0,1,Startup,10000,14,0,0,382890.1
511,5,Australia,34,Retail,17,Product Manager,Master,1,209,8,0,0,1,Government,10000,13,0,29,146875.2
512,1,USA,32,Education,22,Professor,Bachelor,1,66,0,0,1,0,Government,100,11,1,23,116321.1
513,2,UK,34,Tech,0,Software Engineer,PhD,1,255,3,0,0,0,Startup,100,0,1,0,120960
514,1,USA,31,Retail,11,Product Manager,PhD,1,966,14,1,0,1,Non-profit,10000,7,0,33,291405.6
515,3,India,33,Others,13,Marketing Associate,Bachelor,0,70,3,0,1,0,Startup,100,5,0,0,48856.09
516,1,USA,23,Manufacturing,8,Product Manager,PhD,1,764,35,1,1,0,Government,10,0,1,8,219656
517,4,Canada,34,Finance,10,Business Analyst,Bachelor,1,456,35,0,0,0,Public,1000,3,0,0,112442.1
518,3,India,26,Finance,25,Professor,Bachelor,0,12,0,0,0,0,Public,10000,15,1,7,53353.11
519,1,USA,23,Manufacturing,9,Doctor,Bachelor,1,53,1,0,0,0,Public,10000,6,0,0,76500.18
520,3,India,28,Healthcare,9,Business Analyst,PhD,0,625,61,0,1,1,Public,100,2,1,0,117169.9
521,4,Canada,30,Others,22,Business Analyst,Bachelor,1,449,9,0,0,1,Non-profit,1000,19,0,0,134133.1
522,1,USA,30,Others,20,Software Engineer,Bachelor,1,513,37,0,0,0,Non-profit,1000,8,1,0,170030.8
523,1,USA,35,Manufacturing,4,Doctor,Bachelor,1,81,5,1,0,1,Startup,100,3,1,0,90793.6
524,2,UK,27,Tech,7,Sales Associate,Bachelor,1,74,3,0,0,1,Government,1000,6,1,0,79685.97
525,1,USA,34,Retail,16,Sales Associate,Bachelor,1,40,2,0,1,0,Government,10,4,1,0,81729.36
526,1,USA,35,Manufacturing,18,Professor,Bachelor,1,27,0,1,1,0,Government,100,17,0,29,126035.6
527,3,India,31,Retail,14,Marketing Associate,Bachelor,0,30,2,1,0,0,Private,1000,8,1,0,41721
528,4,Canada,25,Education,14,Doctor,Bachelor,1,98,7,1,0,1,Startup,100,12,0,0,100001.2
529,5,Australia,34,Manufacturing,23,Software Engineer,Bachelor,1,252,1,1,0,1,Government,1000,14,0,0,116447.4
530,4,Canada,32,Others,14,Product Manager,Bachelor,1,550,42,1,0,0,Non-profit,10000,1,1,9,139371
531,4,Canada,28,Others,20,Marketing Associate,Bachelor,1,58,2,0,0,0,Non-profit,10000,11,1,0,79808.81
532,1,USA,35,Manufacturing,30,Sales Associate,Bachelor,1,9,0,1,0,0,Startup,10000,21,1,0,133982.8
533,5,Australia,35,Tech,3,Doctor,Bachelor,1,63,1,1,1,1,Non-profit,1000,1,0,0,76152.02
534,5,Australia,24,Others,10,Marketing Associate,Bachelor,1,6,0,0,0,1,Non-profit,100,0,0,0,64199.3
535,4,Canada,30,Others,0,Data Scientist,Bachelor,1,464,14,0,1,1,Government,1000,0,1,0,83268.02
536,3,India,30,Tech,21,Data Scientist,PhD,0,873,2,1,1,0,Public,10,15,1,0,134183.7
537,5,Australia,24,Healthcare,9,Data Scientist,PhD,1,471,20,0,0,0,Public,100,8,1,0,170294
538,5,Australia,28,Tech,26,Product Manager,PhD,1,202,16,0,1,1,Government,100,21,1,48,317585.8
539,4,Canada,23,Tech,14,Data Scientist,PhD,1,874,70,1,0,1,Private,10,7,0,0,305392.5
540,2,UK,30,Tech,1,Sales Associate,Bachelor,1,58,4,1,0,0,Public,10,0,0,0,65411.16
541,5,Australia,31,Manufacturing,18,Software Engineer,PhD,1,645,12,0,0,1,Non-profit,100,10,1,0,198995.9
542,4,Canada,27,Manufacturing,1,Doctor,Bachelor,1,10,0,0,0,1,Non-profit,100,0,1,0,50724.59
543,2,UK,28,Tech,19,Software Engineer,PhD,1,498,6,1,1,1,Public,10,1,0,0,146945.5
544,4,Canada,25,Finance,12,Doctor,Bachelor,1,88,7,0,0,0,Non-profit,10000,9,1,0,75445.89
545,4,Canada,23,Tech,20,Sales Associate,Bachelor,1,9,0,0,1,1,Non-profit,1000,2,0,0,71864.1
546,3,India,31,Tech,2,Software Engineer,Bachelor,0,378,11,1,1,1,Private,10,0,1,0,54242.33
547,1,USA,29,Retail,25,Software Engineer,PhD,1,742,22,0,1,0,Government,100,13,1,0,260138.3
548,2,UK,34,Healthcare,,Business Analyst,PhD,1,343,22,0,1,1,Non-profit,10000,26,0,0,99052.09
549,1,USA,28,Tech,19,Professor,Bachelor,1,82,6,0,1,0,Non-profit,1000,10,0,31,147860.4
550,2,UK,26,Tech,9,Product Manager,Master,1,391,34,1,0,1,Government,100,0,1,27,155342.4
551,2,UK,31,Retail,17,Software Engineer,Bachelor,1,942,15,1,0,0,Startup,1000,11,0,0,198609.2
552,5,Australia,33,Healthcare,14,Product Manager,Master,1,772,28,1,0,1,Startup,100,7,0,46,301455
553,3,India,35,Tech,13,Product Manager,Master,0,762,24,0,1,0,Public,10,2,0,36,122218.9
554,3,India,32,Tech,1,Sales Associate,Bachelor,0,21,0,0,1,1,Startup,1000,0,1,0,41806.56
555,4,Canada,23,Education,22,Marketing Associate,Bachelor,1,56,3,0,1,1,Startup,1000,19,1,0,109099
556,1,USA,33,Retail,24,Sales Associate,Bachelor,1,42,3,1,0,1,Non-profit,10,1,0,0,81198.99
557,4,Canada,30,Others,10,Professor,Bachelor,1,73,5,1,0,0,Public,10,4,0,49,99464.55
558,3,India,25,Healthcare,3,Marketing Associate,Bachelor,0,80,1,1,1,1,Private,10000,2,1,0,34603.86
559,4,Canada,33,Healthcare,31,Business Analyst,Bachelor,1,846,74,0,0,1,Non-profit,1000,5,0,0,235918.2
560,3,India,31,Education,17,Software Engineer,Bachelor,0,783,7,1,0,0,Startup,1000,5,0,0,88940.53
561,3,India,30,Healthcare,0,Software Engineer,Bachelor,0,955,37,0,1,1,Public,100,0,1,0,79391
562,2,UK,29,Retail,13,Sales Associate,Bachelor,1,91,2,0,1,1,Private,10000,8,1,0,76058.26
563,4,Canada,23,Finance,17,Professor,Bachelor,1,54,4,1,0,0,Non-profit,10,9,1,11,84194.38
564,2,UK,28,Manufacturing,7,Data Scientist,Bachelor,1,862,7,0,1,0,Non-profit,10,1,1,0,112881.1
565,4,Canada,25,Manufacturing,0,Professor,Bachelor,1,87,5,1,0,0,Government,1000,0,1,46,82929.54
566,3,India,33,Retail,24,Product Manager,Master,0,482,32,1,1,1,Non-profit,10000,8,1,6,88061.26
567,3,India,29,Healthcare,20,Business Analyst,Master,0,209,0,,1,0,Non-profit,10,6,1,0,48614.15
568,5,Australia,31,Manufacturing,11,Product Manager,Bachelor,1,797,34,1,0,1,Public,10,4,1,29,215231.8
569,2,UK,27,Tech,9,Software Engineer,Master,1,434,37,0,1,1,Non-profit,1000,3,1,0,135265.6
570,1,USA,23,Others,9,Marketing Associate,Bachelor,1,46,0,0,0,1,Non-profit,10000,1,1,0,70074.64
571,4,Canada,26,Tech,1,Data Scientist,PhD,1,900,29,1,1,0,Non-profit,1000,0,0,0,180555.7
572,1,USA,33,Finance,26,Software Engineer,Bachelor,1,332,6,0,1,0,Government,10,0,0,0,107885.2
573,5,Australia,27,Education,9,Doctor,Bachelor,1,9,0,0,0,1,Public,100,7,1,0,73704.79
574,3,India,24,Retail,15,Data Scientist,PhD,0,580,4,0,0,0,Private,1000,9,0,0,86913.31
575,2,UK,31,Manufacturing,8,Business Analyst,PhD,1,890,9,0,1,1,Startup,100,2,0,0,186275.9
576,1,USA,25,Finance,8,Business Analyst,PhD,1,155,7,1,0,0,Government,10,0,0,0,103190.7
577,2,UK,31,Manufacturing,17,Product Manager,PhD,1,456,18,1,1,1,Government,100,3,1,9,156140.3
578,3,India,32,Tech,4,Product Manager,PhD,0,593,44,0,1,1,Government,10000,2,0,14,127876.6
579,2,UK,31,Finance,17,Data Scientist,Bachelor,1,729,34,1,1,1,Public,1000,14,1,0,181511.9
580,2,UK,30,Retail,1,Software Engineer,PhD,1,531,47,1,0,0,Public,10,0,1,0,153449.5
581,4,Canada,35,Finance,29,Data Scientist,Bachelor,1,898,45,0,0,1,Government,10,0,1,0,179943
582,1,USA,32,Education,21,Doctor,Bachelor,1,8,0,1,1,1,Public,10000,17,0,0,99053.2
583,5,Australia,26,Tech,16,Professor,Bachelor,1,97,4,1,1,0,Non-profit,100,8,0,30,132255.8
584,2,UK,29,Finance,20,Data Scientist,Master,1,722,15,0,0,1,Public,100,18,1,0,168664.3
585,2,UK,26,Others,8,Professor,Bachelor,1,12,0,0,1,0,Government,1000,4,1,25,77114.44
586,5,Australia,30,Tech,23,Data Scientist,Master,1,837,79,1,0,1,Public,1000,2,0,0,277829.6
587,1,USA,30,Tech,4,Sales Associate,Bachelor,1,88,5,1,0,1,Non-profit,10,0,1,0,82670.59
588,3,India,25,Healthcare,11,Professor,Bachelor,0,40,3,0,0,1,Private,10,4,0,4,40359.7
589,4,Canada,30,Healthcare,12,Doctor,Bachelor,1,36,2,1,0,0,Startup,10000,4,1,0,76791.41
590,5,Australia,34,Education,15,Software Engineer,PhD,1,903,30,1,0,0,Non-profit,100,6,1,0,238341.9
591,2,UK,31,Tech,13,Doctor,Bachelor,1,6,0,0,0,1,Government,1000,3,0,0,70961.55
592,3,India,27,Healthcare,25,Data Scientist,Master,0,531,22,1,1,1,Private,100,6,1,0,79307.69
593,4,Canada,26,Retail,5,Product Manager,Bachelor,1,381,32,0,1,0,Startup,100,1,1,25,147300.8
594,5,Australia,33,Retail,16,Business Analyst,Bachelor,1,338,18,1,0,1,Non-profit,100,13,0,0,134976.8
595,2,UK,23,Manufacturing,18,Marketing Associate,Bachelor,1,50,2,0,1,1,Government,1000,2,1,0,67764.76
596,1,USA,25,Tech,11,Software Engineer,PhD,1,361,29,1,0,1,Non-profit,1000,5,0,0,191841.3
597,5,Australia,33,Finance,2,Sales Associate,Bachelor,1,39,2,0,1,0,Government,10,0,1,0,62524.97
598,2,UK,35,Tech,33,Marketing Associate,Bachelor,1,41,3,1,0,1,Startup,100,15,1,0,132821.7
599,3,India,28,Finance,26,Software Engineer,Master,0,672,26,0,0,1,Government,100,14,0,0,102732.4
600,5,Australia,27,Education,9,Sales Associate,Bachelor,1,63,5,0,1,1,Government,1000,2,1,0,73056.63
601,4,Canada,25,Others,1,Doctor,Bachelor,1,43,0,0,1,0,Government,10000,0,1,0,51980.41
602,1,USA,30,Others,26,Product Manager,PhD,1,533,8,1,0,1,Private,10,7,1,17,218818
603,5,Australia,33,Healthcare,8,Data Scientist,Master,1,197,8,1,1,1,Government,10000,3,0,0,86794.04
604,5,Australia,26,Manufacturing,19,Product Manager,PhD,1,158,2,1,1,0,Government,10,18,1,19,169732.5
605,1,USA,30,Healthcare,27,Doctor,Bachelor,1,77,4,1,0,1,Private,100,3,0,0,90803.19
606,3,India,26,Retail,25,Software Engineer,Master,0,983,38,0,0,0,Government,10,23,0,0,149813.6
607,4,Canada,24,Finance,3,Data Scientist,Bachelor,1,280,8,1,0,0,Private,10,0,1,0,70777.55
608,2,UK,27,Retail,22,Doctor,Bachelor,1,45,0,1,1,0,Startup,10,13,1,0,100816.3
609,3,India,28,Education,25,Business Analyst,PhD,0,107,4,0,0,1,Public,10000,20,1,0,78547.79
610,2,UK,26,Finance,24,Business Analyst,PhD,1,307,29,1,0,0,Public,10,19,0,0,198040.7
611,4,Canada,25,Retail,12,Business Analyst,Master,1,503,26,0,0,0,Non-profit,1000,7,1,0,120866.5
612,3,India,34,Education,20,Sales Associate,Bachelor,0,51,2,1,1,0,Private,100,18,0,0,52335.84
613,5,Australia,24,Others,4,Professor,Bachelor,1,51,3,1,0,1,Government,1000,0,0,47,95590.31
614,3,India,34,Retail,24,Marketing Associate,Bachelor,0,34,2,0,1,1,Private,100,10,0,0,47196.88
615,2,UK,33,Education,30,Marketing Associate,Bachelor,1,95,0,1,0,0,Government,1000,13,1,0,92614.92
616,5,Australia,34,Others,12,Software Engineer,PhD,1,766,51,1,0,1,Non-profit,100,1,0,0,230573.3
617,1,USA,26,Retail,20,Software Engineer,Master,1,847,57,0,1,0,Non-profit,10000,13,1,0,262352.5
618,3,India,27,Manufacturing,23,Marketing Associate,Bachelor,0,53,3,1,1,0,Startup,1000,11,0,0,58446.63
619,3,India,27,Others,10,Product Manager,PhD,0,936,31,0,0,1,Public,10,5,1,43,174376.1
620,5,Australia,29,Manufacturing,24,Sales Associate,Bachelor,1,57,1,1,1,0,Public,10,21,1,0,108376.5
621,3,India,32,Healthcare,28,Sales Associate,Bachelor,0,89,7,1,0,1,Non-profit,100,18,1,0,60409.02
622,5,Australia,32,Others,18,Product Manager,PhD,1,470,32,1,1,1,Startup,1000,2,1,45,311231.5
623,1,USA,26,Manufacturing,4,Business Analyst,PhD,1,317,28,1,1,0,Public,1000,0,1,0,135010.6
624,3,India,30,Finance,1,Doctor,Bachelor,0,20,0,0,0,0,Private,10000,0,1,0,31134.12
625,2,UK,35,Finance,5,Business Analyst,Master,1,539,49,1,1,1,Startup,1000,3,1,0,155628
626,3,India,27,Retail,12,Sales Associate,Bachelor,0,10,0,1,1,0,Private,1000,1,0,0,34592.48
627,5,Australia,34,Retail,21,Data Scientist,Bachelor,1,258,1,0,1,1,Non-profit,1000,6,0,0,98795.81
628,5,Australia,35,Education,24,Data Scientist,Master,1,853,11,1,1,1,Government,100,0,1,0,147692.4
629,2,UK,23,Healthcare,8,Marketing Associate,Bachelor,1,75,2,0,0,0,Private,10,5,1,0,67703.33
630,2,UK,33,Retail,30,Business Analyst,Bachelor,1,988,49,0,1,1,Government,10000,15,1,0,262699.3
631,5,Australia,23,Healthcare,0,Doctor,Bachelor,1,28,0,0,1,0,Private,10,0,1,0,59221.68
632,5,Australia,23,Healthcare,21,Product Manager,PhD,1,473,2,1,1,0,Startup,100,2,1,16,201557.7
633,3,India,23,Education,3,Business Analyst,Master,0,918,5,0,1,0,Public,10000,2,1,0,65144.42
634,5,Australia,27,Others,25,Doctor,Bachelor,1,8,0,1,0,1,Government,10000,8,0,0,84048.91
635,2,UK,34,Manufacturing,20,Doctor,Bachelor,1,5,0,0,0,0,Private,100,19,1,0,88932.44
636,3,India,28,Tech,17,Marketing Associate,Bachelor,0,69,5,1,1,1,Public,1000,7,1,0,51008.52
637,5,Australia,28,Finance,17,Data Scientist,Master,1,649,50,0,1,1,Public,10000,4,0,0,182329.8
638,1,USA,32,Education,11,Product Manager,Master,1,597,28,0,1,1,Government,10000,8,0,32,208902.2
639,2,UK,25,Others,18,Marketing Associate,Bachelor,1,74,6,1,1,0,Non-profit,10000,12,0,0,85720.81
640,1,USA,33,Finance,21,Doctor,Bachelor,1,47,2,0,1,0,Startup,1000,9,1,0,111754
641,3,India,23,Manufacturing,13,Business Analyst,Bachelor,0,420,20,1,0,1,Public,1000,3,0,0,61293.81
642,2,UK,30,Manufacturing,11,Professor,Bachelor,1,19,0,1,1,1,Government,10000,5,0,23,79958.68
643,3,India,24,Education,2,Professor,Bachelor,0,51,0,0,0,1,Non-profit,1000,1,1,33,43550.78
644,4,Canada,34,Education,33,Doctor,Bachelor,1,26,0,0,0,0,Startup,1000,13,1,0,104851.2
645,2,UK,32,Tech,9,Sales Associate,Bachelor,1,13,0,0,1,1,Non-profit,10,2,1,0,67884.56
646,3,India,32,Healthcare,27,Marketing Associate,Bachelor,0,24,1,1,0,1,Startup,1000,12,0,0,59261.83
647,1,USA,33,Tech,23,Business Analyst,Bachelor,1,718,51,1,1,1,Government,10,13,0,0,275388.9
648,3,India,35,Education,33,Sales Associate,Bachelor,0,18,0,1,1,0,Public,10000,14,1,0,52357.09
649,5,Australia,23,Tech,11,Doctor,Bachelor,1,73,4,1,1,1,Startup,1000,10,0,0,118815.6
650,5,Australia,30,Retail,13,Data Scientist,PhD,1,416,36,0,0,0,Non-profit,100,1,1,0,167657.4
651,1,USA,35,Retail,8,Product Manager,PhD,1,752,60,1,0,0,Private,10,6,1,40,366522.1
652,3,India,29,Retail,11,Doctor,Bachelor,0,27,1,0,1,0,Startup,10000,3,0,0,43331.2
653,2,UK,30,Finance,14,Sales Associate,Bachelor,1,77,1,0,0,0,Non-profit,10,3,0,0,68185.95
654,1,USA,33,Manufacturing,29,Doctor,Bachelor,1,8,0,0,0,0,Startup,100,24,1,0,137505.2
655,3,India,32,Manufacturing,1,Sales Associate,Bachelor,0,54,0,1,1,0,Private,10,0,0,0,32141.32
656,4,Canada,23,Others,15,Marketing Associate,Bachelor,1,98,6,0,1,0,Public,10000,1,0,0,66854.78
657,5,Australia,34,Tech,14,Data Scientist,Master,1,679,37,1,0,1,Public,10000,7,1,0,198992.1
658,1,USA,34,Retail,30,Doctor,Bachelor,1,6,0,0,0,1,Non-profit,10000,12,1,0,98309.72
659,3,India,32,Healthcare,14,Software Engineer,Bachelor,0,306,15,1,0,0,Private,10,4,1,0,56260.26
660,4,Canada,27,Others,23,Software Engineer,Master,1,437,20,0,1,0,Public,100,16,1,0,140270.4
661,5,Australia,35,Education,21,Business Analyst,PhD,1,685,55,1,0,0,Startup,10,5,1,0,318268.6
662,4,Canada,31,Manufacturing,2,Doctor,Bachelor,1,17,0,1,0,0,Public,100,1,0,0,52310.04
663,1,USA,28,Tech,26,Marketing Associate,Bachelor,1,84,0,1,0,0,Private,100,9,1,0,111337
664,3,India,25,Others,4,Marketing Associate,Bachelor,0,71,4,1,0,1,Non-profit,10000,1,0,0,35104.3
665,4,Canada,35,Education,9,Business Analyst,Master,1,114,9,0,1,0,Non-profit,10000,8,1,0,77932.87
666,4,Canada,34,Others,1,Sales Associate,Bachelor,1,85,2,1,0,0,Private,1000,0,1,0,55248.28
667,4,Canada,34,Others,3,Doctor,Bachelor,1,96,4,0,0,0,Public,10,0,1,0,58833.17
668,2,UK,34,Manufacturing,17,Data Scientist,Master,1,405,35,0,0,1,Non-profit,100,11,0,0,139978.9
669,4,Canada,28,Retail,1,Marketing Associate,Bachelor,1,3,0,0,1,1,Startup,10000,0,1,0,61503.37
670,3,India,27,Others,16,Product Manager,Bachelor,0,328,10,1,0,0,Startup,1000,4,0,23,81625.18
671,3,India,24,Tech,2,Product Manager,Bachelor,0,705,14,1,1,1,Government,100,0,0,18,80437.59
672,3,India,35,Education,33,Business Analyst,Bachelor,0,477,30,0,1,0,Startup,1000,28,0,0,141910.8
673,5,Australia,35,Healthcare,10,Software Engineer,Bachelor,1,890,47,0,1,0,Non-profit,10,2,1,0,184574.3
674,4,Canada,23,Tech,6,Marketing Associate,Bachelor,1,15,0,0,1,0,Startup,10,5,0,0,81345
675,1,USA,25,Tech,5,Professor,Bachelor,1,97,0,0,0,1,Non-profit,10000,4,1,45,124605.5
676,5,Australia,28,Tech,10,Professor,Bachelor,1,81,2,1,0,0,Startup,100,3,1,45,150706.8
677,2,UK,27,Manufacturing,6,Sales Associate,Bachelor,1,78,5,1,1,0,Public,10000,4,1,0,67152.46
678,3,India,35,Healthcare,5,Marketing Associate,Bachelor,0,3,0,0,0,0,Non-profit,1000,2,0,0,32827.58
679,2,UK,25,Retail,8,Doctor,Bachelor,1,96,3,1,1,0,Startup,1000,4,0,0,81832.62
680,5,Australia,30,Healthcare,17,Marketing Associate,Bachelor,1,57,0,1,1,0,Non-profit,10,0,1,0,71830.07
681,2,UK,26,Others,23,Product Manager,Master,1,500,0,1,0,0,Startup,100,5,0,33,166725.5
682,5,Australia,28,Retail,22,Business Analyst,PhD,1,329,3,0,1,0,Public,100,8,1,0,146458.7
683,2,UK,33,Tech,3,Doctor,Bachelor,1,68,4,0,0,0,Startup,1000,0,0,0,82143.61
684,3,India,29,Retail,15,Marketing Associate,Bachelor,0,51,1,0,0,0,Startup,10000,7,0,0,51178.67
685,4,Canada,27,Others,6,Data Scientist,Master,1,980,31,1,0,0,Government,1000,0,1,0,137035.8
686,3,India,32,Tech,14,Business Analyst,PhD,0,579,3,1,0,1,Startup,10000,5,1,0,108353.5
687,3,India,31,Healthcare,20,Software Engineer,Bachelor,0,124,11,1,0,0,Non-profit,100,2,0,0,46574.56
688,3,India,23,Education,6,Doctor,Bachelor,0,12,0,0,0,0,Non-profit,10000,1,0,0,32492.19
689,4,Canada,33,Tech,29,Doctor,Bachelor,1,23,1,1,0,0,Private,1000,25,1,0,115756.7
690,3,India,33,Healthcare,22,Marketing Associate,Bachelor,0,53,4,1,0,1,Government,10,13,0,0,50402.3
691,5,Australia,34,Manufacturing,10,Marketing Associate,Bachelor,1,13,0,0,1,0,Non-profit,100,2,0,0,67603.91
692,2,UK,23,Healthcare,7,Sales Associate,Bachelor,1,44,3,1,0,0,Startup,1000,1,0,0,72883.42
693,4,Canada,25,Education,16,Sales Associate,Bachelor,1,22,0,0,0,0,Non-profit,10000,8,0,0,69511.01
694,1,USA,29,Tech,19,Product Manager,Bachelor,1,795,13,1,1,1,Private,1000,5,0,36,245655.5
695,5,Australia,35,Retail,2,Marketing Associate,Bachelor,1,87,7,0,0,0,Private,100,1,0,0,70735.81
696,4,Canada,35,Healthcare,7,Product Manager,Bachelor,1,954,13,1,0,1,Government,10,3,1,17,144155
697,2,UK,24,Finance,12,Sales Associate,Bachelor,1,82,2,0,1,1,Public,1000,3,0,0,68012.87
698,4,Canada,28,Tech,19,Professor,Bachelor,1,24,0,1,1,0,Government,10,17,1,4,100172.2
699,5,Australia,32,Tech,19,Business Analyst,PhD,1,592,39,1,0,0,Non-profit,10,9,1,0,271684.2
700,5,Australia,28,Finance,19,Professor,Bachelor,1,76,6,1,1,0,Non-profit,10000,6,1,25,111277.9
701,1,USA,25,Tech,15,Software Engineer,Master,1,739,40,1,0,1,Private,10000,11,1,0,237447.3
702,3,India,26,Manufacturing,15,Professor,Bachelor,0,11,0,0,0,1,Non-profit,10,13,1,20,52615.46
703,2,UK,34,Manufacturing,23,Marketing Associate,Bachelor,1,13,0,0,0,0,Public,10000,3,0,0,67372.5
704,5,Australia,26,Education,19,Marketing Associate,Bachelor,1,0,0,1,0,0,Government,1000,13,0,0,86870.24
705,5,Australia,26,Retail,8,Product Manager,Master,1,163,12,1,1,1,Startup,10000,1,0,38,135994.5
706,2,UK,31,Others,13,Doctor,Bachelor,1,15,0,0,0,1,Private,10000,2,1,0,63101.81
707,5,Australia,28,Education,6,Professor,Bachelor,1,62,0,1,1,1,Public,1000,1,0,39,92908.88
708,1,USA,34,Healthcare,2,Business Analyst,Bachelor,1,724,27,0,0,0,Non-profit,10,0,0,0,133436.6
709,1,USA,32,Healthcare,10,Business Analyst,Bachelor,1,972,3,0,1,0,Non-profit,10,4,1,0,146919.1
710,3,India,28,Manufacturing,19,Software Engineer,Master,0,607,27,1,1,0,Startup,10000,15,1,0,114507.6
711,4,Canada,24,Tech,4,Product Manager,PhD,1,701,63,0,1,0,Public,10,0,1,8,231479.1
712,2,UK,31,Retail,6,Product Manager,PhD,1,517,28,0,0,0,Private,1000,2,0,35,193193.6
713,1,USA,33,Retail,5,Professor,Bachelor,1,90,0,0,0,1,Private,10000,1,1,13,78871.9
714,1,USA,35,Finance,33,Sales Associate,Bachelor,1,11,0,0,0,1,Government,1000,31,1,0,132332.3
715,1,USA,30,Retail,24,Software Engineer,PhD,1,449,28,0,0,1,Startup,1000,17,0,0,292691.3
716,1,USA,30,Manufacturing,12,Doctor,Bachelor,1,55,3,1,1,1,Government,10000,2,1,0,75192.74
717,3,India,24,Education,21,Business Analyst,PhD,0,302,21,1,0,0,Non-profit,10000,9,0,0,88721.18
718,5,Australia,32,Education,29,Software Engineer,Master,1,377,26,1,1,0,Startup,1000,22,1,0,226653.6
719,1,USA,23,Education,12,Data Scientist,Bachelor,1,444,41,1,0,1,Government,1000,9,1,0,163757.1
720,3,India,32,Retail,14,Marketing Associate,Bachelor,0,77,1,0,0,0,Government,1000,3,0,0,39221.73
721,4,Canada,27,Retail,18,Software Engineer,PhD,1,645,4,0,0,1,Government,100,13,0,0,163573.2
722,5,Australia,29,Finance,20,Business Analyst,Bachelor,1,336,12,0,0,0,Non-profit,10,17,0,0,139234.8
723,4,Canada,23,Education,4,Doctor,Bachelor,1,9,0,1,1,0,Startup,1000,1,0,0,64482.3
724,5,Australia,34,Education,17,Sales Associate,Bachelor,1,45,0,1,0,0,Non-profit,10000,5,0,0,78658.84
725,5,Australia,26,Healthcare,15,Data Scientist,Bachelor,1,775,62,0,0,1,Government,10,0,0,0,192906.5
726,5,Australia,26,Tech,25,Data Scientist,Bachelor,1,454,23,1,1,1,Public,1000,7,1,0,170834.3
727,3,India,27,Retail,4,Professor,Bachelor,0,37,1,1,0,0,Public,10,1,0,38,46385.23
728,2,UK,33,Tech,12,Data Scientist,PhD,1,315,2,1,1,0,Startup,100,3,0,0,149927.6
729,4,Canada,24,Finance,6,Sales Associate,Bachelor,,61,4,1,0,0,Startup,100,2,1,0,73253.92
730,5,Australia,35,Education,29,Business Analyst,Master,1,729,54,0,1,1,Government,10,13,0,0,254512.9
731,5,Australia,33,Healthcare,30,Professor,Bachelor,1,66,0,1,0,1,Government,100,21,1,23,141781.7
732,1,USA,23,Others,2,Professor,Bachelor,1,38,1,1,0,1,Startup,1000,0,1,26,97801
733,1,USA,27,Tech,19,Software Engineer,Master,1,847,15,1,0,1,Private,100,6,0,0,196810.2
734,3,India,29,Finance,10,Marketing Associate,Bachelor,0,46,2,0,1,0,Private,10,4,1,0,39244.5
735,5,Australia,31,Healthcare,19,Professor,Bachelor,1,1,0,1,0,0,Startup,100,2,0,8,91618.53
736,4,Canada,25,Education,9,Professor,Bachelor,1,93,2,1,0,0,Private,100,3,0,19,77028.2
